,Fact,Note
3332,"
        Chuck Norris commence ses phrases par une majuscule, et les finit par un poing dans ta gueule.
 ",8.42 / 10 
3333,"
        Pour le 1er avril, Chuck Norris peut te coller une baleine dans le dos sans que tu t'en aperçoives.
 ",8.42 / 10 
3334,"
        Le manchot est un animal qui a provoqué Chuck Norris au bras de fer
 ",8.42 / 10 
3335,"
        Chuck Norris peut courber le continuum espace-temps, et faire un noeud avec.
 ",8.42 / 10 
3336,"
        Dans l'art de la guerre Sun tzu écrit ""soit proche de tes amis et encore plus proche de tes ennemis... mais dans tout les cas, ne t'approche pas de Chuck Norris...""
 ",8.42 / 10 
3337,"
        Chuck Norris ne se prend jamais de droite, c'est Chuck Norris qui frappe le poing de son ennemi avec sa joue.
 ",8.42 / 10 
3338,"
        La solution la plus viable pour résoudre la crise énergétique, c'est mettre une dynamo sur le vélo de Chuck Norris.
 ",8.42 / 10 
3339,"
        Depuis que Chuck Norris lui a coupé les roubignoles, le Diable s'habille en Prada.
 ",8.41 / 10 
3340,"
        Les îles Caïmans ont un compte chez Chuck Norris.
 ",8.41 / 10 
3341,"
        Si tu es marié, c'est que Chuck Norris n'a pas voulu de ta femme.
 ",8.41 / 10 
3342,"
        Le ridicule ne tue pas, Chuck Norris, lui, tue le ridicule.
 ",8.41 / 10 
3343,"
        Même les sourds entendent la voix de Chuck Norris
 ",8.41 / 10 
3344,"
        Il y a autant d'étoiles dans l'univers que de Dan sur la ceinture noire de Chuck Norris.
 ",8.41 / 10 
3345,"
        Un jour Chuck Norris a cassé la croûte. Depuis c'est la dérive des continents.
 ",8.41 / 10 
3346,"
        Le jour de sa naissance, Chuck Norris a aidé sa mère a accoucher.
 ",8.41 / 10 
3347,"
        La lumière met huit minutes pour parcourir la distance entre le soleil et la terre. Chuck Norris en met trois.
 ",8.41 / 10 
3348,"
        Si Chuck Norris avait été romain, nous n'aurions jamais connu Astérix
 ",8.41 / 10 
3349,"
        Bruce Lee faisait des têtes au carré. Chuck Norris fait des têtes au cube.
 ",8.41 / 10 
3350,"
        Si Chuck Norris te dis que tu es beau, tu deviens homosexuel sur-le-champs.
 ",8.41 / 10 
3351,"
        Chuck Norris devait jouer dans King Kong, mais le singe avait trop peur de lui enlever la jeune blonde.
 ",8.41 / 10 
3352,"
        Chuck Norris na pas dassurance vie. En revanche la vie a une assurance Chuck Norris.
 ",8.41 / 10 
3353,"
        Chuck Norris peut faire un strike avec une balle de ping pong.
 ",8.41 / 10 
3354,"
        Chuck Norris n'y va pas par 4 chemins: il y va par tous les chemins en même temps.
 ",8.41 / 10 
3355,"
        Chuck Norris peut voir le son
 ",8.41 / 10 
3356,"
        La main de Chuck Norris est la seul main qui peut battre une Royal Flush.-La main de Chuck Norris bat TOUT.
 ",8.41 / 10 
3357,"
        Yoda est né un jour ou Chuck Norris avait oublié de tirer la chasse.
 ",8.41 / 10 
3358,"
        On peut rire de tout avec tout le monde, sauf de Chuck Norris avec Chuck Norris
 ",8.41 / 10 
3359,"
        Enfant, Chuck Norris ne jouait pas au soldat. Il était soldat.
 ",8.41 / 10 
3360,"
        Quand Chuck Norris fait la vaisselle, il n'a jamais le nez qui gratte.
 ",8.41 / 10 
3361,"
        Quand on tape Chuck Norris sur Google , le bouton ""J'ai de la chance"" s'en va ...
 ",8.41 / 10 
3362,"
        Sega n'a jamais marché car ils ont dit à Chuck Norris : ""Sega c'est plus fort que toi"".
 ",8.41 / 10 
3363,"
        Les enfants ne doivent pas jouer avec le feu, et le feu ne doit pas jouer avec Chuck Norris
 ",8.41 / 10 
3364,"
        Quand Chuck Norris parle, Dieu écoute...
 ",8.41 / 10 
3365,"
        A sa création, la Terre ne comptait qu'un continent unique..... jusqu'à ce que Chuck Norris ait marre de ses voisins...
 ",8.41 / 10 
3366,"
        Lorsque Chuck joue de la guitare seche...elle mouille
 ",8.41 / 10 
3367,"
        Dans la toute première version de Dragon Ball, Sangoku se transformait en Chuck Norris.
 ",8.41 / 10 
3368,"
        Astérix a peur de deux choses: que le ciel lui tombe sur la tête....et que Chuck Norris lui tombe sur la gueule.
 ",8.41 / 10 
3369,"
        Quand le sage montre la lune, Chuck Norris va la chercher
 ",8.41 / 10 
3370,"
        Le petit dernier de Chuck Norris change ses couches tout seul. On ne met pas Chuck Norris dans la merde.
 ",8.41 / 10 
3371,"
        Chuck Norris n'est pas le meilleur, car, pour pouvoir être le meilleur, il faut d'abord pouvoir être comparable.
 ",8.41 / 10 
3372,"
        Gloria Gaynor a chanté ""I Will Survive"" après un rencard avec Chuck Norris.
 ",8.41 / 10 
3373,"
        Si Luke a pleuré quand Dark Vador lui a dit qu'il était son père, c'est parce qu'il esperait être le fils de Chuck Norris.
 ",8.41 / 10 
3374,"
        Demander de l'aide à Chuck Norris en temps de guerre est le 5ème Crime contre l'Humanité.
 ",8.41 / 10 
3375,"
        Les gaulois n'ont peur que d'une chose, c'est que Chuck Norris soit du coté des romains.
 ",8.41 / 10 
3376,"
        Dans Jurassic Parc le Tyranosaure Rex ne pourchassait pas la Jeep. Chuck Norris pourchassait le T-rex et la jeep.
 ",8.41 / 10 
3377,"
        Chuck Norris n'a que des gènes dominants.
 ",8.41 / 10 
3378,"
        Si Charles de Gaulle a dit aux français: ""je vous ai compris"" c'est parce que Chuck Norris lui a expliqué!
 ",8.41 / 10 
3379,"
        Chuck Norris aime regarder les étoiles. La journée.
 ",8.41 / 10 
3380,"
        Selon les grecques c'était Atlas qui portait le monde sur le dos, mais aux dernières nouvelles c'est bien Chuck Norris qui s'en sert comme presse-papier.
 ",8.41 / 10 
3381,"
        Chuck Norris dure plus longtemps qu'un lapin Duracell.
 ",8.41 / 10 
3382,"
        Adolescent, Chuck Norris n'avait pas besoin de réfléchir sur son avenir. Sa vocation c'était d'être Chuck norris.
 ",8.41 / 10 
3383,"
        Quand un enfant ne finit pas sa soupe, on le menace d'appeler l'Ogre. Quand l'Ogre ne finit pas sa soupe, on le menace d'appeler Chuck Norris.
 ",8.41 / 10 
3384,"
        Chuck Norris peut siffler tout Beethoven en apnée.
 ",8.41 / 10 
3385,"
        Quand Chuck Norris se tape sur le pouce avec un marteau, c'est le marteau qui pleure.
 ",8.41 / 10 
3386,"
        Chuck Norris ne s'est pas développé dans le ventre de sa mère.
C'est sa mère qui s'est développée autour de Chuck Norris.
 ",8.41 / 10 
3387,"
        Si t'avais Chuck Norris comme coloc, ce serait le proprio qui te payerait un loyer.
 ",8.41 / 10 
3388,"
        Chuck Norris peut aller sur Youtube avec un minitel.
 ",8.41 / 10 
3389,"
        Chuck Norris ne vit pas sur Terre, la Terre vit sous Chuck Norris.
 ",8.41 / 10 
3390,"
        Zorro est une pâle copie de Chuck Norris, il n'est même pas capable de graver le N dans le bon sens.
 ",8.41 / 10 
3391,"
        Prométhée a donné le feu aux Hommes. Chuck Norris lui avait offert un briquet.
 ",8.41 / 10 
3392,"
        Chuck Norris sait faire beaucoup de malheur avec une tranche de Leerdammer.
 ",8.41 / 10 
3393,"
        Chuck Norris n'achète plus de souris sans fil, les dix dernières se sont barrées en courant.
 ",8.41 / 10 
3394,"
        Sur les tournages de films X, les hommes ont du Viagra, les femmes l'intégrale de Walker Texas Rangers.
 ",8.41 / 10 
3395,"
        Le Yéti aurait pris une photo de Chuck Norris
 ",8.41 / 10 
3396,"
        Depuis le 11 septembre 2001 Chuck Norris ne lance plus d'avions en papier.
 ",8.41 / 10 
3397,"
        Chuck Norris devait jouer dans je suis une légende...mais les zombies ont refusés...5 millions contre 1 c'est pas fair play...pour eux
 ",8.41 / 10 
3398,"
        Quiconque s'attaque à Chuck Norris repart avec la bite dans un tupperware.
 ",8.41 / 10 
3399,"
        Quand Chuck Norris joue au ricochet, le caillou ne coule pas.
 ",8.41 / 10 
3400,"
        Quand Chuck Norris se fait tirer desssus dans ses films, il n'y a jamais de trucage. Chuck Norris déteste la comédie.
 ",8.4 / 10 
3401,"
        Chuck Norris peut tuer la lumière. C'est pour ça qu'on parle du ""spectre des couleurs"".
 ",8.4 / 10 
3402,"
        Une larme de Chuck Norris peut guérir du cancer, malheureusement Chuck Norris ne pleure pas.
 ",8.4 / 10 
3403,"
        Chuck Norris peut se la péter en Lada.
 ",8.4 / 10 
3404,"
        Chuck Norris emmène régulièrement Jean-Pierre Coffe au MacDo
 ",8.4 / 10 
3405,"
        Le calendrier de Chuck Norris passe du 31 mars au 2 avril. Personne ne fait de blague à Chuck.
 ",8.4 / 10 
3406,"
        Chuck Norris est contre la cigarette, car elle tue presque autant que lui.
 ",8.4 / 10 
3407,"
        Chuck Norris détruit vraiment un immeuble quand il mange un ""Crunch""...
 ",8.4 / 10 
3408,"
        la comète de halley revient tous les 75 ans pour vérifier si Chuck Norris n'a plus sa batte de baseball...
 ",8.4 / 10 
3409,"
        Dieu a créé l'homme à son image. ce qu'on sait moins, c'est que Chuck a créé dieu à la sienne.
 ",8.4 / 10 
3410,"
        Dans une pizzeria, quand Chuck Norris prend une «paysanne», il demande à avoir un minimum dintimité.
 ",8.4 / 10 
3411,"
        Quand Chuck Norris a besoin de chaleur humaine, il brûle ses victimes.
 ",8.4 / 10 
3412,"
        Quand Jésus est entré au paradis, Chuck Norris a crié : ""La porte!""
 ",8.4 / 10 
3413,"
        Quand Chuck Norris tourne la tête avec un K-Way , la capuche du K-Way tourne.
 ",8.4 / 10 
3414,"
        Chuck Norris parle le langage des sourds, le problème c'est qu'il postillonne et ça fait mal.
 ",8.4 / 10 
3415,"
        Chuck Norris a Dieu comme ami sur MySpace
 ",8.4 / 10 
3416,"
        Lorsque Chuck Norris porte des lunettes de soleil, c'est pour ne pas éblouir le soleil.
 ",8.4 / 10 
3417,"
        Quand Chuck Norris dit qu'il joue à World of Warcraft, tout le monde trouve ça cool.
 ",8.4 / 10 
3418,"
        Quand Chuck Norris joue au Curling, personne ne rigole.
 ",8.4 / 10 
3419,"
        Quand Chuck Norris arrive en ville, Daniel Balavoine change de trottoir.
 ",8.4 / 10 
3420,"
        Seul Chuck Norris a pu sortir indemne d'un trou noir. Il a cru qu'on lui avait fait une blague en eteignant la lumiere.
 ",8.4 / 10 
3421,"
        Chuck Norris peut faire wall-e 2 avec paint.
 ",8.4 / 10 
3422,"
        Quand Dieu mourra, son âme ira chez Chuck Norris.
 ",8.4 / 10 
3423,"
        Quand Chuck Norris utilise un ordinateur il imite le cri du chat pour faire bouger la souris.
 ",8.4 / 10 
3424,"
        Chuck Norris a refusé d'être le Cinquième élément au cinéma parce qu'il ne voulait pas embrasser Bruce Willis. Mais dans la réalité, il l'est quand même.
 ",8.4 / 10 
3425,"
        Quand la foudre touche Chuck Norris, elle le regrette amèrement.
 ",8.4 / 10 
3426,"
        Chuck Norris crache à la gueule des lamas
 ",8.4 / 10 
3427,"
        Freddy Krueger hante les rêves des enfants. Chuck Norris hante les rêves de Freddy.
 ",8.4 / 10 
3428,"
        Quand le train est en retard c'est qu'il attend Chuck Norris.
 ",8.4 / 10 
3429,"
        Chuck Norris ne mange pas de Werther's Originals. Il est déja exceptionnel.
 ",8.4 / 10 
3430,"
        Si on touche Chuck Norris avec ses bras, on ne peut plus manger de chocolat.
 ",8.4 / 10 
3431,"
        Quand Chuck Norris va en Bretagne, il ne pleut jamais.
 ",8.4 / 10 
3432,"
        Quand Chuck Norris a un chat dans la gorge, il avale un chien pour le faire sortir.
 ",8.4 / 10 
3433,"
        Quand Chuck Norris se fait doubler sur l'autoroute, l'autoroute change de sens.
 ",8.4 / 10 
3434,"
        Chuck Norris a percé tous les les secrets de l'univers. Avec une épingle.
 ",8.4 / 10 
3435,"
        A la naissance ce sont les parents qui choisissent les prénoms des enfants, ceux de Chuck Norris n'ont pas eu le choix.
 ",8.4 / 10 
3436,"
        Pour trouver le nord, Chuck Norris n'a qu'à pointer une direction du doigt.
 ",8.4 / 10 
3437,"
        Les requins ne se baignent plus depuis qu'ils ont vu ""les dents de Chuck Norris"".
 ",8.4 / 10 
3438,"
        Chuck Norris à frappé à la porte de chez Hitler, il s'est suicidé.
 ",8.4 / 10 
3439,"
        Quand Chuck Norris décide de manger des pâtes froides, le gruyère fond quand même.
 ",8.4 / 10 
3440,"
        La semence de Chuck Norris ne contient qu'un seul spermatozoïde : celui qui a tué tous les autres.
 ",8.4 / 10 
3441,"
        Chuck Norris sait faire de bulles avec un carambar.
 ",8.4 / 10 
3442,"
        Chuck Norris peut graver un CD sur une disquette
 ",8.4 / 10 
3443,"
        Ce sont les dragon balls qui cherchent Chuck Norris.
 ",8.4 / 10 
3444,"
        Chuck n'a jamais de coup de barre, c'est lui qui les met
 ",8.4 / 10 
3445,"
        Chuck Norris s'est tapé mère nature.
 ",8.4 / 10 
3446,"
        Lunivers est en extension car il fuit Chuck Norris.
 ",8.4 / 10 
3447,"
        Où que tu sois assis dans le pick-up de Chuck Norris, tu es toujours à la place du mort.
 ",8.4 / 10 
3448,"
        Bruce Lee a fait semblant de tuer Chuck Norris dans un film...maintenant vous comprenez pourquoi Bruce Lee est vraiment mort
 ",8.4 / 10 
3449,"
        Si c'était Chuck Norris qui avait chanté la Marseillaise à la place de Laam, on aurait pas entendu des sifflets mais ""une autre, une autre!"" dans les tribunes...
 ",8.4 / 10 
3450,"
        Chuck Norris descend en rappel sans corde
 ",8.4 / 10 
3451,"
        Chuck Norris peut lire tout un DVD rien qu'en le faisant tourner sur son doigt. Même les bonus cachés.
 ",8.4 / 10 
3452,"
        Chuck Norris a une touche Windows sur son Mac
 ",8.4 / 10 
3453,"
        Chuck est un vrai chef, il peut varier à l'infini la recette de l'oeil au beurre noir : à base de pain, à base de pêche, à base de marrons, à base de praline...
 ",8.4 / 10 
3454,"
        Chuck Norris peut casser Brice de Nice.
 ",8.4 / 10 
3455,"
        Chuck Norris trouve des Rolex dans ses kinder surprise.
 ",8.4 / 10 
3456,"
        Quand Chuck Norris fait la queue à la caisse d'un supermarché, la file d'à côté n'avance jamais plus vite.
 ",8.4 / 10 
3457,"
        Cartman n'a jamais essayé de latter les couilles de Chuck Norris
 ",8.4 / 10 
3458,"
        Si Chuck Norris dort avec une lampe allumée, ce n'est pas parce qu'il a peur du noir mais parce que le noir a peur de lui.
 ",8.4 / 10 
3459,"
        Chuck Norris a eu Yoda comme padawan
 ",8.4 / 10 
3460,"
        Le jour où on verra Chuck Norris tomber du dixième étage, c'est que la Terre tente de se suicider.
 ",8.4 / 10 
3461,"
        Chuck Norris a déjà battu le boss de fin de Second Life.
 ",8.4 / 10 
3462,"
        Dans une galette des rois, la fève essaye toujours de trouver Chuck Norris.
 ",8.4 / 10 
3463,"
        Chuck Norris a fait la Terre Ronde pour éviter que ses ennemis ne s'échappent.
 ",8.4 / 10 
3464,"
        Chuck Norris peut cultiver des champs magnétiques.
 ",8.4 / 10 
3465,"
        Chuck Norris peut faire du pop corn avec des bananes.
 ",8.4 / 10 
3466,"
        La seule chose qui arrive à la cheville de Chuck Norris... c'est sa chaussette.
 ",8.4 / 10 
3467,"
        Chuck Norris peut démonter Goldorack avec un cruciforme.
 ",8.39 / 10 
3468,"
        Chuck norris peut cuire les glaçons
 ",8.39 / 10 
3469,"
        En changeant quelques lettres à ""Jésus Christ"", on peut lire ""Chuck Norris""... Signe du destin sans doute...
 ",8.39 / 10 
3470,"
        Chuck Norris n'a pas besoin de clavier pour taper sur son ordinateur.
 ",8.39 / 10 
3471,"
        Chuck Norris peut arrêter le progrès. Définitivement.
 ",8.39 / 10 
3472,"
        Les voies de Chuck Norris sont impénétrables. Et vaut mieux pas essayer...
 ",8.39 / 10 
3473,"
        Quand Chuck Norris va au restaurant , c'est le serveur qui lui laisse un pourboire.
 ",8.39 / 10 
3474,"
        Chuck Norris n'a pas pu jouer dans ""Mission : Impossible"". Pas crédible...
 ",8.39 / 10 
3475,"
        Chuck Norris n'a jamais fait de dictée. On ne dicte rien à Chuck Norris.
 ",8.39 / 10 
3476,"
        Chuck Norris peut mettre ""pause"" au cinéma.
 ",8.39 / 10 
3477,"
        Chuck Norris a déjà dégommé un char d'assaut avec un fusil de paintball
 ",8.39 / 10 
3478,"
        Quand Chuck Norris mange des chips, il entend quand même la télé.
 ",8.39 / 10 
3479,"
        Chuck Norris peut reconstituer une vache entière à partir de steacks hachés
 ",8.39 / 10 
3480,"
        Chuck Norris comprend ceux qui mettent le gilet jaune autour du siège.
 ",8.39 / 10 
3481,"
        Chuck Norris a fini Half-Life juste avec le pied de biche.
 ",8.39 / 10 
3482,"
        C'est Chuck Norris qui pédalait sur le vélo dans E.T
 ",8.39 / 10 
3483,"
        Chuck Norris sait qui meurt à la fin d'Harry Potter 8.
 ",8.39 / 10 
3484,"
        Chuck Norris a une salle d'attente pour faire patienter son médecin.
 ",8.39 / 10 
3485,"
        Chuck Norris est le seul joueur a avoir atteint le niveau 71 sur World of Warcraft, et ce en jouant seulement les 29 février.
 ",8.39 / 10 
